1000
P130,89.520,63.169,1.149
P131,61.520,28.889,1.171
P132,22.849,69.084,1.046
P133,24.954,43.391,1.197
P134,5.380,6.514,1.105
P135,42.679,7.573,1.052
P136,89.151,18.621,1.029
P137,12.509,74.529,1.016
P138,4.709,4.697,1.067
P139,91.467,31.887,1.087
P140,94.614,66.973,1.107
P141,84.207,55.481,1.080
P142,25.916,0.347,1.105
P143,95.477,31.895,1.048
P144,58.554,20.410,1.137
P145,94.525,34.839,1.178
P146,0.717,75.276,1.120
P147,78.613,46.133,1.028
P148,22.232,30.640,1.001
P149,41.791,6.580,1.132
P150,85.507,5.188,1.162
P151,66.205,55.317,1.161
P152,53.012,54.849,1.029
P153,68.948,58.230,1.156
P154,3.107,69.492,1.129
P155,70.654,6.836,1.110
P156,94.788,4.702,1.055
P157,14.517,78.540,1.124
P158,29.224,73.796,1.074
P159,69.452,17.490,1.031
P160,24.054,41.714,1.180
P161,10.641,72.209,1.088
P162,8.011,62.566,1.034
P163,97.437,62.068,1.174
P164,21.063,36.528,1.001
P165,75.061,9.124,1.081
P166,31.113,79.407,1.008
P167,25.208,15.142,1.050
P168,15.350,49.624,1.177
P169,93.906,15.652,1.156
P170,64.554,52.539,1.182
P171,45.544,73.701,1.133
P172,15.076,50.906,1.114
P173,42.203,75.439,1.108
P174,57.855,42.915,1.051
P175,39.694,28.020,1.007
P176,79.523,15.720,1.014
P177,38.940,47.258,1.014
P178,19.766,12.471,1.129
P179,45.432,48.342,1.139
P180,44.128,54.756,1.079
P181,83.569,47.375,1.040
P182,94.943,70.078,1.078
P183,98.743,14.824,1.179
P184,57.443,35.364,1.125
P185,70.850,3.970,1.057
P186,26.019,32.610,1.179
P187,71.017,58.274,1.179
P188,39.355,31.792,1.181
P189,30.859,31.047,1.114
P190,35.355,58.694,1.149
P191,73.636,59.153,1.028
P192,20.016,21.807,1.136
P193,91.110,29.426,1.104
P194,10.938,72.593,1.041
P195,51.794,52.385,1.088
P196,68.762,7.234,1.016
P197,7.578,2.224,1.071
P198,30.722,55.781,1.029
P199,39.484,5.427,1.135
P200,72.491,15.896,1.139
P201,61.569,52.390,1.109
P202,9.830,43.628,1.010
P203,97.455,37.122,1.194
P204,72.784,42.476,1.136
P205,69.278,29.768,1.078
P206,4.996,64.780,1.034
P207,6.082,24.844,1.157
P208,21.246,25.752,1.097
P209,0.916,35.188,1.102
P210,60.593,60.681,1.080
P211,34.979,67.410,1.188
P212,62.329,79.780,1.011
P213,56.284,69.082,1.077
P214,30.640,22.737,1.005
P215,61.255,31.294,1.004
P216,3.104,36.455,1.172
P217,93.674,32.151,1.145
P218,61.157,64.668,1.175
P219,58.258,47.600,1.016
P220,79.315,36.975,1.118
P221,58.942,45.535,1.163
P222,67.273,27.485,1.002
P223,26.730,27.324,1.046
P224,77.100,29.739,1.174
P225,11.685,58.044,1.126
P226,89.392,14.641,1.107
P227,90.198,62.405,1.193
P228,19.736,72.122,1.159
P229,95.337,67.903,1.178
P230,62.869,14.836,1.123
P231,26.498,20.051,1.146
P232,78.809,13.674,1.143
P233,48.093,6.519,1.161
P234,85.532,9.971,1.061
P235,57.330,37.837,1.152
P236,19.186,58.220,1.199
P237,1.535,51.809,1.138
P238,17.413,5.769,1.055
P239,67.661,67.112,1.111
P240,37.122,62.358,1.047
P241,63.821,18.533,1.041
P242,97.101,22.539,1.005
P243,76.920,12.146,1.009
P244,0.925,27.886,1.129
P245,34.323,33.164,1.083
P246,9.067,43.613,1.140
P247,33.798,52.600,1.175
P248,53.546,45.601,1.011
P249,46.576,20.798,1.085
P250,86.331,38.926,1.017
P251,56.580,56.750,1.156
P252,86.420,68.042,1.059
P253,86.435,51.592,1.149
P254,82.861,61.248,1.174
P255,90.829,73.000,1.104
P256,44.016,8.611,1.071
P257,82.303,34.216,1.034
P258,0.085,52.595,1.155
P259,6.372,7.185,1.077
P260,68.387,64.607,1.031
P261,14.285,3.877,1.069
P262,1.855,78.271,1.130
P263,5.365,73.130,1.127
P264,43.170,1.685,1.049
P265,39.194,52.319,1.156
P266,2.283,66.082,1.028
P267,63.425,44.031,1.197
P268,46.341,17.183,1.060
P269,78.214,27.402,1.096
P270,60.800,8.201,1.197
P271,75.580,12.070,1.091
P272,71.161,79.897,1.155
P273,64.163,49.695,1.189
P274,68.814,23.184,1.113
P275,29.037,43.857,1.142
P276,24.643,43.733,1.099
P277,95.203,53.584,1.153
P278,62.335,35.659,1.160
P279,74.551,79.111,1.041
P280,62.946,72.783,1.118
P281,91.837,40.442,1.098
P282,44.971,71.145,1.188
P283,18.292,20.156,1.041
P284,73.047,75.288,1.125
P285,4.135,51.306,1.007
P286,55.634,43.557,1.089
P287,6.137,79.680,1.026
P288,60.089,4.028,1.035
P289,66.022,26.594,1.063
P290,65.356,32.842,1.085
P291,22.162,54.280,1.033
P292,49.753,40.610,1.161
P293,43.506,0.361,1.068
P294,37.589,10.286,1.165
P295,73.328,71.289,1.129
P296,65.057,41.157,1.147
P297,73.715,76.565,1.093
P298,36.325,8.975,1.181
P299,82.120,36.382,1.022
P300,86.942,60.908,1.008
P301,41.666,74.888,1.014
P302,16.486,16.902,1.023
P303,59.109,9.468,1.124
P304,58.008,55.222,1.146
P305,91.562,53.577,1.060
P306,80.884,30.254,1.199
P307,77.249,16.353,1.034
P308,38.824,14.497,1.116
P309,19.562,76.809,1.038
P310,38.171,24.319,1.024
P311,19.815,3.699,1.154
P312,76.102,70.481,1.000
P313,44.861,34.109,1.160
P314,46.133,39.587,1.150
P315,23.849,44.751,1.019
P316,92.200,71.504,1.171
P317,5.963,39.270,1.126
P318,74.719,60.483,1.051
P319,90.988,63.357,1.040
P320,55.283,4.099,1.104
P321,79.034,56.331,1.005
P322,73.172,44.268,1.183
P323,87.552,63.752,1.061
P324,39.493,38.550,1.011
P325,65.195,0.068,1.154
P326,75.616,17.578,1.031
P327,5.753,53.647,1.007
P328,34.586,55.828,1.160
P329,43.625,78.535,1.127
P330,29.529,38.157,1.175
P331,7.928,8.079,1.029
P332,14.301,73.438,1.062
P333,37.381,65.105,1.009
P334,81.418,19.199,1.180
P335,25.650,21.548,1.042
P336,22.937,67.690,1.175
P337,88.766,67.581,1.122
P338,4.089,13.882,1.037
P339,35.590,35.940,1.037
P340,89.444,49.841,1.109
P341,91.165,41.807,1.146
P342,99.930,77.544,1.173
P343,84.018,11.733,1.075
P344,28.436,13.677,1.195
P345,74.179,57.327,1.006
P346,64.502,65.015,1.147
P347,81.815,9.971,1.144
P348,37.506,51.985,1.183
P349,88.965,2.573,1.155
P350,44.885,0.605,1.046
P351,41.846,12.527,1.184
P352,50.168,19.429,1.151
P353,90.649,17.078,1.006
P354,77.115,18.259,1.111
P355,80.637,68.159,1.066
P356,53.891,79.341,1.174
P357,64.685,18.218,1.163
P358,37.103,29.351,1.007
P359,56.128,31.829,1.024
P360,32.492,71.919,1.040
P361,94.016,10.005,1.170
P362,89.392,35.645,1.044
P363,63.474,44.805,1.125
P364,42.365,1.318,1.173
P365,13.962,21.392,1.058
P366,68.164,44.915,1.192
P367,60.721,63.057,1.085
P368,81.836,59.155,1.027
P369,51.651,1.606,1.001
P370,74.829,26.709,1.180
P371,46.225,61.431,1.010
P372,63.095,1.934,1.136
P373,96.906,40.034,1.141
P374,26.593,65.786,1.129
P375,59.720,21.089,1.169
P376,46.005,59.851,1.070
P377,1.450,38.123,1.125
P378,40.387,30.688,1.006
P379,28.882,47.747,1.177
P380,43.216,74.521,1.077
P381,53.311,0.806,1.195
P382,86.517,34.993,1.140
P383,33.295,48.186,1.100
P384,55.960,3.120,1.076
P385,23.303,74.985,1.172
P386,96.408,48.704,1.117
P387,7.645,32.561,1.061
P388,49.857,6.404,1.175
P389,30.426,62.520,1.187
P390,58.841,17.297,1.056
P391,56.070,69.951,1.050
P392,30.139,58.169,1.173
P393,23.108,15.256,1.089
P394,89.032,45.945,1.006
P395,99.521,4.739,1.124
P396,25.693,13.586,1.023
P397,23.148,39.590,1.192
P398,4.929,6.370,1.068
P399,27.972,41.243,1.098
P400,41.226,73.975,1.120
P401,29.214,38.059,1.080
P402,95.129,43.867,1.167
P403,79.440,64.131,1.119
P404,87.006,25.444,1.188
P405,26.791,75.464,1.144
P406,12.762,61.990,1.095
P407,17.590,2.134,1.008
P408,45.477,68.982,1.027
P409,1.447,17.021,1.164
P410,79.718,62.371,1.132
P411,29.874,62.512,1.184
P412,84.210,19.409,1.100
P413,2.301,6.057,1.006
P414,35.620,57.224,1.082
P415,18.042,23.833,1.036
P416,74.487,10.779,1.012
P417,52.560,28.708,1.161
P418,15.881,71.987,1.026
P419,2.924,14.514,1.164
P420,24.921,45.654,1.069
P421,53.992,53.191,1.174
P422,93.250,75.620,1.021
P423,15.323,44.636,1.160
P424,89.511,5.801,1.174
P425,82.239,31.062,1.110
P426,67.194,36.074,1.056
P427,94.943,78.569,1.146
P428,59.479,21.790,1.026
P429,19.794,48.040,1.097
P430,35.532,18.394,1.096
P431,69.177,75.850,1.134
P432,98.254,19.001,1.103
P433,23.581,71.841,1.097
P434,32.645,42.998,1.114
P435,33.652,27.852,1.034
P436,29.016,17.542,1.185
P437,73.965,64.558,1.130
P438,68.668,21.606,1.153
P439,6.442,57.739,1.172
P440,34.155,3.550,1.097
P441,2.078,67.053,1.124
P442,54.056,48.323,1.114
P443,77.734,51.201,1.139
P444,75.992,69.438,1.032
P445,42.349,62.915,1.004
P446,43.835,3.372,1.101
P447,26.926,5.461,1.049
P448,98.203,40.515,1.123
P449,7.101,29.399,1.191
P450,86.005,26.997,1.048
P451,28.952,4.077,1.199
P452,17.245,5.513,1.044
P453,30.090,62.947,1.130
P454,8.368,21.021,1.027
P455,21.753,45.005,1.036
P456,63.226,8.552,1.091
P457,75.882,26.704,1.011
P458,28.250,55.542,1.175
P459,56.757,69.478,1.016
P460,79.538,79.971,1.127
P461,61.884,47.581,1.119
P462,19.424,78.308,1.046
P463,4.230,19.124,1.051
P464,40.680,63.594,1.054
P465,90.002,30.354,1.146
P466,20.648,4.236,1.121
P467,35.397,28.899,1.134
P468,97.601,17.891,1.179
P469,34.695,76.279,1.133
P470,20.166,22.588,1.071
P471,53.198,23.279,1.044
P472,9.961,8.538,1.142
P473,84.378,53.748,1.164
P474,0.577,39.307,1.121
P475,93.530,23.250,1.121
P476,74.689,69.905,1.182
P477,83.008,48.472,1.061
P478,78.421,12.009,1.109
P479,68.903,31.570,1.199
P480,10.193,32.927,1.005
P481,68.741,20.710,1.034
P482,22.864,15.120,1.172
P483,76.328,3.809,1.097
P484,5.615,76.897,1.017
P485,56.546,77.002,1.115
P486,87.863,32.695,1.081
P487,41.348,52.681,1.165
P488,94.516,22.649,1.000
P489,61.624,3.955,1.131
P490,42.194,76.357,1.121
P491,20.087,33.149,1.068
P492,62.311,64.670,1.001
P493,10.526,31.553,1.055
P494,31.677,65.938,1.171
P495,31.152,15.813,1.113
P496,46.906,79.607,1.087
P497,36.847,33.501,1.077
P498,58.041,70.217,1.067
P499,39.337,76.082,1.102
P500,41.858,48.662,1.155
P501,8.365,12.095,1.042
P502,8.734,25.381,1.094
P503,62.912,26.621,1.016
P504,61.450,11.426,1.056
P505,82.495,35.125,1.199
P506,22.095,8.586,1.104
P507,26.459,0.588,1.115
P508,77.054,8.601,1.194
P509,36.942,72.317,1.104
P510,22.266,24.209,1.096
P511,31.061,33.152,1.153
P512,84.158,31.128,1.085
P513,72.415,58.792,1.018
P514,8.173,60.244,1.169
P515,63.779,28.770,1.095
P516,9.439,33.223,1.038
P517,34.311,73.069,1.046
P518,31.030,12.341,1.068
P519,18.228,21.782,1.041
P520,17.245,26.821,1.013
P521,50.189,77.092,1.162
P522,44.644,73.037,1.036
P523,48.190,37.766,1.140
P524,24.860,74.934,1.055
P525,29.953,65.793,1.164
P526,62.988,63.604,1.001
P527,26.096,23.162,1.191
P528,85.944,41.394,1.141
P529,25.616,73.682,1.098
P530,9.354,66.077,1.015
P531,28.262,30.708,1.129
P532,51.508,34.521,1.028
P533,97.495,5.969,1.001
P534,91.476,32.932,1.151
P535,18.765,8.137,1.085
P536,67.792,42.192,1.165
P537,83.716,21.719,1.100
P538,87.042,11.919,1.194
P539,53.836,17.654,1.013
P540,20.462,15.818,1.039
P541,19.952,76.541,1.119
P542,73.877,23.550,1.136
P543,78.610,73.704,1.186
P544,84.430,20.718,1.021
P545,6.189,72.300,1.030
P546,89.273,28.752,1.191
P547,38.156,26.516,1.137
P548,88.751,30.408,1.087
P549,67.462,21.367,1.097
P550,52.783,64.163,1.159
P551,74.631,38.933,1.166
P552,55.902,22.302,1.069
P553,5.414,72.898,1.153
P554,36.847,22.590,1.042
P555,32.455,4.011,1.176
P556,24.881,32.305,1.029
P557,87.524,48.647,1.157
P558,19.684,36.135,1.152
P559,43.332,50.916,1.161
P560,17.444,25.813,1.193
P561,70.938,15.803,1.173
P562,4.730,59.456,1.007
P563,13.083,6.589,1.111
P564,56.894,42.639,1.044
P565,7.718,24.368,1.013
P566,41.125,10.696,1.050
P567,82.062,40.701,1.054
P568,98.792,73.320,1.024
P569,28.442,56.555,1.094
P570,29.474,27.571,1.105
P571,81.110,41.377,1.013
P572,82.919,44.351,1.021
P573,50.955,75.732,1.145
P574,47.391,36.104,1.184
P575,54.883,29.221,1.177
P576,65.970,9.802,1.101
P577,11.243,22.383,1.109
P578,79.126,29.534,1.172
P579,74.432,37.107,1.072
P580,44.208,46.873,1.076
P581,63.202,44.607,1.097
P582,83.664,14.856,1.002
P583,10.925,3.250,1.044
P584,25.595,32.822,1.142
P585,44.272,10.645,1.109
P586,85.675,64.529,1.044
P587,92.380,25.068,1.029
P588,60.684,0.823,1.191
P589,53.723,30.950,1.002
P590,23.706,70.854,1.118
P591,15.259,1.323,1.107
P592,91.669,52.217,1.045
P593,40.555,77.263,1.019
P594,39.957,40.488,1.067
P595,32.840,50.032,1.050
P596,28.995,42.681,1.180
P597,47.806,26.252,1.135
P598,46.033,46.619,1.083
P599,92.227,9.678,1.133
P600,14.868,19.790,1.022
P601,10.202,55.159,1.165
P602,49.072,36.299,1.131
P603,41.849,51.191,1.020
P604,83.057,29.490,1.176
P605,52.002,76.980,1.079
P606,72.568,50.447,1.075
P607,81.339,68.203,1.013
P608,74.356,28.989,1.047
P609,81.894,62.695,1.055
P610,56.320,13.977,1.025
P611,75.708,33.103,1.056
P612,17.096,43.535,1.048
P613,31.860,18.005,1.132
P614,69.839,53.618,1.129
P615,5.603,26.360,1.190
P616,32.068,24.609,1.033
P617,36.853,22.114,1.192
P618,23.621,20.864,1.125
P619,75.601,46.624,1.054
P620,71.213,27.031,1.143
P621,2.158,56.042,1.126
P622,12.637,57.588,1.076
P623,52.393,69.128,1.118
P624,49.515,2.463,1.134
P625,55.347,27.966,1.115
P626,76.425,1.812,1.000
P627,54.694,59.844,1.056
P628,79.401,66.816,1.145
P629,29.645,43.091,1.081
P630,10.178,31.150,1.019
P631,66.818,12.947,1.138
P632,67.075,59.080,1.178
P633,75.656,45.559,1.053
P634,11.145,21.370,1.147
P635,97.745,39.031,1.043
P636,80.118,49.031,1.070
P637,48.260,79.878,1.075
P638,94.797,17.649,1.126
P639,57.568,11.643,1.186
P640,45.792,51.384,1.010
P641,65.573,59.390,1.020
P642,65.073,15.967,1.047
P643,73.212,79.561,1.151
P644,89.328,43.811,1.178
P645,86.884,49.275,1.144
P646,73.105,12.153,1.151
P647,15.277,32.378,1.123
P648,71.677,66.396,1.177
P649,6.372,31.580,1.121
P650,48.807,36.108,1.152
P651,57.877,26.858,1.117
P652,36.032,59.978,1.016
P653,9.564,79.763,1.009
P654,39.667,8.655,1.083
P655,43.390,21.577,1.091
P656,22.498,20.906,1.128
P657,89.307,70.315,1.090
P658,41.168,18.564,1.193
P659,73.935,27.336,1.145
P660,60.336,49.714,1.179
P661,68.246,18.850,1.022
P662,53.165,57.239,1.114
P663,1.511,40.872,1.092
P664,97.083,71.169,1.140
P665,24.582,8.284,1.053
P666,46.628,48.540,1.010
P667,38.617,9.331,1.200
P668,73.990,3.267,1.001
P669,68.024,76.511,1.141
P670,75.085,11.287,1.136
P671,61.273,53.037,1.195
P672,7.111,72.590,1.172
P673,62.848,71.118,1.115
P674,15.219,71.887,1.115
P675,26.294,14.038,1.125
P676,83.429,53.621,1.172
P677,44.852,78.635,1.132
P678,70.874,4.658,1.163
P679,74.689,77.930,1.167
P680,31.412,9.412,1.041
P681,29.178,75.820,1.168
P682,24.976,17.273,1.173
P683,43.088,16.458,1.186
P684,75.330,31.199,1.075
P685,55.795,50.457,1.188
P686,73.624,58.882,1.078
P687,55.017,78.416,1.126
P688,32.767,34.402,1.125
P689,69.565,39.209,1.134
P690,26.834,8.379,1.013
P691,13.977,36.316,1.036
P692,64.648,68.540,1.053
P693,81.757,49.990,1.183
P694,10.226,20.334,1.099
P695,70.111,56.328,1.022
P696,37.198,38.542,1.192
P697,9.885,36.360,1.019
P698,52.072,26.077,1.158
P699,82.413,59.023,1.113
P700,5.173,14.988,1.198
P701,42.719,51.472,1.144
P702,90.073,67.434,1.183
P703,48.297,38.384,1.145
P704,75.769,30.715,1.149
P705,27.399,29.031,1.006
P706,82.224,60.630,1.087
P707,22.427,6.597,1.053
P708,62.567,61.379,1.065
P709,25.470,38.796,1.150
P710,56.192,27.832,1.139
P711,96.710,32.134,1.055
P712,88.885,47.388,1.121
P713,34.735,64.111,1.166
P714,81.497,33.872,1.016
P715,63.239,78.601,1.138
P716,49.927,14.741,1.113
P717,23.837,68.958,1.058
P718,98.953,65.593,1.080
P719,32.172,31.892,1.132
P720,93.085,72.307,1.056
P721,76.364,42.056,1.190
P722,91.699,51.394,1.010
P723,26.355,23.091,1.158
P724,25.806,22.961,1.070
P725,91.437,65.476,1.049
P726,32.214,18.386,1.192
P727,24.548,74.685,1.164
P728,10.339,46.179,1.045
P729,37.595,15.312,1.157
P730,89.670,24.739,1.011
P731,75.201,57.542,1.112
P732,54.791,29.487,1.022
P733,6.888,61.848,1.005
P734,32.013,24.666,1.029
P735,52.591,26.177,1.148
P736,59.848,46.362,1.185
P737,66.043,56.782,1.116
P738,7.178,23.579,1.003
P739,77.216,79.792,1.116
P740,30.524,38.008,1.027
P741,51.559,14.978,1.110
P742,37.723,40.874,1.135
P743,72.324,56.611,1.123
P744,12.335,76.555,1.146
P745,5.637,18.235,1.100
P746,13.367,77.913,1.091
P747,78.461,48.977,1.155
P748,61.258,67.148,1.058
P749,99.802,68.608,1.068
P750,15.729,8.616,1.193
P751,97.882,46.750,1.023
P752,6.848,26.475,1.080
P753,43.085,58.752,1.161
P754,59.668,70.247,1.113
P755,90.732,16.472,1.046
P756,17.911,35.151,1.064
P757,21.677,66.777,1.157
P758,85.611,31.843,1.089
P759,94.873,3.816,1.158
P760,30.060,41.558,1.044
P761,66.867,23.174,1.034
P762,87.219,37.786,1.169
P763,91.174,46.821,1.032
P764,44.601,54.561,1.164
P765,98.203,77.234,1.103
P766,8.798,4.058,1.115
P767,86.249,47.412,1.121
P768,58.051,22.639,1.158
P769,38.715,70.527,1.024
P770,96.793,4.619,1.084
P771,34.384,28.684,1.000
P772,31.705,16.924,1.156
P773,49.075,4.890,1.178
P774,39.758,45.486,1.089
P775,70.654,45.483,1.117
P776,60.620,15.642,1.075
P777,77.600,72.463,1.113
P778,81.207,63.909,1.190
P779,77.014,15.769,1.126
P780,51.392,67.463,1.165
P781,72.916,55.249,1.124
P782,39.651,70.269,1.197
P783,53.287,20.239,1.120
P784,68.076,51.262,1.190
P785,56.223,21.704,1.102
P786,20.264,70.076,1.034
P787,14.902,57.766,1.138
P788,55.679,49.771,1.199
P789,99.991,47.854,1.103
P790,52.518,3.655,1.167
P791,89.264,44.087,1.051
P792,0.534,74.661,1.163
P793,9.982,10.466,1.171
P794,38.159,60.984,1.013
P795,32.654,1.294,1.015
P796,36.981,0.500,1.046
P797,57.458,59.714,1.071
P798,43.939,9.180,1.165
P799,39.474,25.588,1.187
P800,0.125,91.271,1.539
P801,80.872,91.700,1.596
P802,35.028,97.919,1.665
P803,74.658,83.482,1.672
P804,71.048,90.270,1.561
P805,1.498,81.828,3.573
P806,14.731,83.318,1.698
P807,44.568,82.382,1.501
P808,0.891,87.557,1.606
P809,57.117,92.035,1.621
P810,16.623,93.260,1.590
P811,35.211,81.141,1.622
P812,78.329,96.052,1.604
P813,30.194,97.519,1.645
P814,95.587,98.514,1.608
P815,14.233,89.241,1.547
P816,86.221,84.192,1.656
P817,84.363,99.935,1.700
P818,61.148,87.849,1.553
P819,29.727,96.802,1.505
P820,37.585,81.852,-0.365
P821,5.621,80.176,1.684
P822,27.588,85.458,1.618
P823,69.116,96.752,1.645
P824,48.492,84.107,1.649
P825,46.844,89.159,1.690
P826,74.442,82.166,1.620
P827,38.522,94.700,1.622
P828,57.239,87.227,1.530
P829,22.510,88.503,1.661
P830,51.709,99.799,1.650
P831,34.555,83.380,1.631
P832,49.188,81.271,1.640
P833,50.479,82.950,1.690
P834,14.157,98.102,1.639
P835,30.304,88.531,1.514
P836,96.658,93.663,1.531
P837,87.723,96.433,1.616
P838,19.135,83.558,1.663
P839,47.525,83.111,1.601
P840,73.199,88.112,1.556
P841,56.873,93.644,1.651
P842,72.189,89.506,1.525
P843,36.780,96.693,1.507
P844,51.700,93.259,1.585
P845,10.468,98.986,1.684
P846,54.953,86.920,1.594
P847,37.497,96.939,1.563
P848,45.609,85.438,1.697
P849,29.779,94.783,1.613
P850,19.598,95.226,5.668
P851,39.764,90.018,1.678
P852,2.747,99.892,1.615
P853,5.051,90.626,1.539
P854,84.302,92.535,1.632
P855,19.785,96.843,1.525
P856,10.992,94.862,1.563
P857,94.104,85.721,1.567
P858,14.026,94.661,1.667
P859,70.798,92.004,1.649
P860,25.272,82.889,1.500
P861,6.100,96.124,1.671
P862,21.057,82.312,1.611
P863,1.425,82.275,1.591
P864,75.220,93.723,1.609
P865,7.388,88.734,1.540
P866,69.620,85.807,1.587
P867,23.242,91.557,1.607
P868,62.866,83.204,1.601
P869,96.301,93.915,1.685
P870,18.994,86.719,1.536
P871,99.515,89.149,1.700
P872,9.750,92.503,1.519
P873,43.771,98.630,1.510
P874,89.459,85.800,1.545
P875,76.904,88.214,1.540
P876,62.805,92.083,1.590
P877,46.634,91.956,1.627
P878,85.477,96.575,1.625
P879,72.089,91.315,1.575
P880,18.427,94.758,1.611
P881,90.506,84.857,1.538
P882,60.471,93.970,1.617
P883,35.129,89.889,1.516
P884,74.072,92.241,1.624
P885,69.110,96.090,1.530
P886,57.602,97.354,1.682
P887,61.469,94.553,1.509
P888,66.776,99.530,1.563
P889,56.918,86.116,1.535
P890,10.855,97.380,1.670
P891,74.429,83.098,1.565
P892,7.935,81.532,1.628
P893,81.998,90.901,1.590
P894,40.897,85.975,1.593
P895,50.119,83.053,1.565
P896,73.798,86.277,1.665
P897,95.905,97.466,1.645
P898,30.005,98.879,1.525
P899,6.573,95.699,1.605
P900,60.962,99.122,1.514
P901,87.561,93.077,1.564
P902,10.480,90.101,1.545
P903,29.028,98.399,1.610
P904,66.278,82.291,1.599
P905,37.912,89.936,1.659
P906,50.925,87.647,1.638
P907,53.214,92.125,1.579
P908,0.589,94.157,1.520
P909,62.305,97.264,1.598
P910,74.731,89.938,1.576
P911,78.534,91.056,1.571
P912,95.569,92.617,1.535
P913,37.424,82.632,1.649
P914,95.169,92.239,1.506
P915,32.983,81.118,1.628
P916,13.162,96.941,1.673
P917,59.686,94.432,1.671
P918,1.468,82.529,1.642
P919,61.713,84.351,1.513
P920,16.891,92.482,1.568
P921,31.940,87.351,1.632
P922,80.237,96.137,1.605
P923,61.108,95.963,1.680
P924,14.481,92.603,1.580
P925,25.369,82.731,1.671
P926,6.616,88.556,1.615
P927,30.228,90.961,1.545
P928,31.134,82.213,1.662
P929,13.470,85.685,1.658
P930,89.520,95.792,1.649
P931,61.520,87.222,1.671
P932,22.849,97.271,1.546
